lib_name,date,행정동,ylabel
강동도서관,201904,길동,24090.0
강동도서관,201905,길동,17667.0
강동도서관,201906,길동,23371.0
강동도서관,201907,길동,27176.0
강동도서관,201908,길동,25299.0
강동도서관,201909,길동,22226.0
강동도서관,201910,길동,16104.0
강동도서관,201911,길동,27353.0
강동도서관,201912,길동,25477.0
강동도서관,202001,길동,35700.0
강동도서관,202002,길동,17070.0
강동도서관,202003,길동,130.0
강동도서관,202004,길동,6506.0
강동도서관,202005,길동,13515.0
강동도서관,202006,길동,3234.0
강동도서관,202007,길동,25759.0
강동도서관,202008,길동,9791.0
강동도서관,202009,길동,7258.0
강동도서관,202010,길동,25333.0
강동도서관,202011,길동,21823.0
강동도서관,202012,길동,4665.0
강동도서관,202101,길동,15819.0
강동도서관,202102,길동,19502.0
강동도서관,202103,길동,13218.0
강동도서관,202104,길동,0.0
강동도서관,202105,길동,0.0
강동도서관,202106,길동,0.0
강동도서관,202107,길동,0.0
강북문화정보도서관,201902,번2동,14011.0
강북문화정보도서관,201903,번2동,20137.0
강북문화정보도서관,201904,번2동,11560.0
강북문화정보도서관,201905,번2동,12585.0
강북문화정보도서관,201906,번2동,16455.0
강북문화정보도서관,201907,번2동,20713.0
강북문화정보도서관,201908,번2동,19678.0
강북문화정보도서관,201909,번2동,13611.0
강북문화정보도서관,201910,번2동,161.0
강북문화정보도서관,201911,번2동,47599.0
강북문화정보도서관,201912,번2동,23.0
강북문화정보도서관,202001,번2동,140.0
강북문화정보도서관,202002,번2동,6351.0
강북문화정보도서관,202003,번2동,2902.0
강북문화정보도서관,202004,번2동,8225.0
강북문화정보도서관,202005,번2동,11203.0
강북문화정보도서관,202006,번2동,7072.0
강북문화정보도서관,202007,번2동,9677.0
강북문화정보도서관,202008,번2동,5106.0
강북문화정보도서관,202009,번2동,12000.0
강북문화정보도서관,202010,번2동,9913.0
강북문화정보도서관,202011,번2동,13697.0
강북문화정보도서관,202012,번2동,10534.0
강북문화정보도서관,202101,번2동,11260.0
강북문화정보도서관,202102,번2동,13471.0
